Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2015-04;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;111;111;0;10;91.0;
2015-04;Atlantique;PARIS MONTPARNASSE;BREST;228;228;0;6;97.4;Cette ligne a été touchée notamment par des causes externes: un accident  de personne à Cesson-Sévigné près de Rennes le 04-04 (7 TGV retardés pour 583min), en région parisienne le 05/04  (7 TGV retardés pour 333min) mais également un colis suspect en gare de Paris Montparnasse le 08/04 (8 TGV touchés pour 119min), un incendie aux abords des voies à Port Brillet (Laval) le 13/04 (3 TGV retardés pour 77min) & le heurt d'une biche à Voutré - entre Le Mans & Laval - le 23/04 avec 5 TGV retardés pour 151min.  Des dérangements des installations ont également entraîné des retards notamment sur l'ensemble de la Ligne à Grande Vitesse le 07-04 (12 circulations impactées pour 150min),  à Laval le 28/04 (9 TGV retardés pour 302min) & à Rennes le 29/04 (16 TGV impactés pour 314min). Par ailleurs, la panne d'un train assurant les travaux à St Pierre-la-Cour (entre Laval & Rennes) le 09-04 a retardé 9 TGV pour 361min.
2015-04;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;148;148;0;14;90.5;
2015-04;Est;REIMS;PARIS EST;204;204;0;8;96.1;
2015-04;Atlantique;RENNES;LYON PART DIEU;100;100;0;10;90.0;
2015-04;Atlantique;ST MALO;PARIS MONTPARNASSE;98;98;0;2;98.0;Cette ligne a été touchée notamment par des causes externes: un accident de personne Cesson-Sévigné - près de Rennes - le 04-04 (7 TGV retardés pour 583min), en région parisienne le 05/04  (7 TGV retardés pour 333min)  mais également un colis suspect en gare de Paris Montparnasse le 08/04 (8 TGV touchés pour 119min), un incendie aux abords des voies à Port Brillet - Laval - le 13/04 (3 TGV retardés pour 77min) & le heurt d'une biche à Voutré - entre Le Mans & Laval - le 23/04 avec 5 TGV retardés pour 151min.  Des dérangements des installations ont également entraîné des retards notamment  sur l'ensemble de la Ligne à Grande Vitesse le 07-04 (12 circulations impactées pour 150min), à Laval le 28/04 (9 TGV retardés pour 302min) & à Rennes le 29/04 (16 TGV impactés pour 314min). Par ailleurs, la panne d'un train assurant les travaux à St Pierre-la-Cour - entre Laval & Rennes- le 09-04 a retardé9 TGV pour 361min.
2015-04;Est;STRASBOURG;NANTES;55;55;0;1;98.2;
2015-04;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;255;253;2;53;79.1;Des travaux de modernisation de l'infrastructure ont perturbé la régularité de cette relation en Avril.
2015-05;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;457;457;0;57;87.5;
2015-05;Sud-Est;ANNECY;PARIS LYON;157;120;37;12;90.0;
2015-05;Nord;ARRAS;PARIS NORD;328;328;0;37;88.7;
2015-05;Sud-Est;BELLEGARDE (AIN);PARIS LYON;233;233;0;23;90.1;
2015-05;Nord;DOUAI;PARIS NORD;202;202;0;26;87.1;
2015-05;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;213;213;0;41;80.8;
2015-05;Sud-Est;MACON LOCHE;PARIS LYON;186;186;0;21;88.7;
2012-07;Atlantique;PARIS MONTPARNASSE;BREST;206;206;0;11;94.7;
2012-07;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;229;229;0;22;90.4;
2012-07;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;226;226;0;34;85.0;Le 13 juillet, le TGV 8317 heurte un chevreuil près de Saint Arnoult (78). Le train s'arrête et repart avec 32 minutes de retard.
2012-07;Atlantique;PARIS MONTPARNASSE;LAVAL;235;235;0;13;94.5;
2012-07;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;215;215;0;38;82.3;
2012-07;Nord;LILLE;MARSEILLE ST CHARLES;159;159;0;32;79.9;Liaison touchée par un acte de malveillance (câbles coupés) entre Paris et Lyon les 25 et 26 juillet et un dérangement d'installations dans le Nord suite à orage le 27 juillet.
2012-07;Atlantique;LYON PART DIEU;RENNES;31;31;0;1;96.8;
2012-07;Sud-Est;MULHOUSE VILLE;PARIS LYON;280;280;0;18;93.6;
2012-07;Atlantique;NANTES;PARIS MONTPARNASSE;560;560;0;18;96.8;
2012-07;Sud-Est;PARIS LYON;NIMES;397;397;0;65;83.6;
2012-07;Atlantique;QUIMPER;PARIS MONTPARNASSE;145;145;0;4;97.2;
2012-07;Sud-Est;PARIS LYON;ANNECY;208;208;0;17;91.8;
2012-07;Est;REIMS;PARIS EST;218;218;0;12;94.5;
2011-09;Atlantique;PARIS MONTPARNASSE;LE MANS;475;475;0;99;79.2;
2011-09;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;452;452;0;33;92.7;
2011-09;Nord;PARIS NORD;LILLE;613;612;1;53;91.3;
2011-09;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;475;475;0;34;92.8;
2011-09;Est;MULHOUSE VILLE;PARIS LYON;203;203;0;31;84.7;
2011-09;Est;NANTES;STRASBOURG;52;52;0;5;90.4;
2011-09;Sud-Est;NIMES;PARIS LYON;383;383;0;50;86.9;
2011-09;Sud-Est;PARIS LYON;NIMES;369;369;0;60;83.7;
2011-09;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;116;116;0;11;90.5;
2011-09;Atlantique;ST MALO;PARIS MONTPARNASSE;70;70;0;0;100.0;
2011-09;Sud-Est;TOULON;PARIS LYON;231;230;1;23;90.0;
2011-09;Atlantique;PARIS MONTPARNASSE;VANNES;173;173;0;8;95.4;
2011-09;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;146;146;0;9;93.8;
2011-09;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;639;639;0;34;94.7;
2011-09;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;656;656;0;38;94.2;
2011-10;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;444;444;0;71;84.0;
2011-10;Nord;DOUAI;PARIS NORD;130;130;0;14;89.2;
2011-10;Nord;LILLE;PARIS NORD;633;630;3;55;91.3;
2011-10;Nord;PARIS NORD;LILLE;617;616;1;65;89.4;
2011-10;Sud-Est;LYON PART DIEU;MONTPELLIER;369;365;4;84;77.0;
2011-10;Sud-Est;PARIS LYON;LYON PART DIEU;647;646;1;40;93.8;
2011-10;Est;PARIS EST;METZ;310;310;0;17;94.5;
2011-10;Est;STRASBOURG;NANTES;52;49;3;10;79.6;
2011-10;Sud-Est;PARIS LYON;PERPIGNAN;127;127;0;33;74.0;
2011-10;Atlantique;QUIMPER;PARIS MONTPARNASSE;151;151;0;11;92.7;
2011-10;Atlantique;RENNES;PARIS MONTPARNASSE;546;546;0;58;89.4;
2011-10;Atlantique;ST MALO;PARIS MONTPARNASSE;73;73;0;4;94.5;
2011-10;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;118;117;1;31;73.5;
2011-10;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;238;237;1;23;90.3;
2011-10;Sud-Est;PARIS LYON;AVIGNON TGV;395;394;1;38;90.4;
2011-10;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;129;129;0;9;93.0;
2011-10;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;643;639;4;103;83.9;
2011-11;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;434;432;2;48;88.9;
2011-11;Atlantique;PARIS MONTPARNASSE;BREST;185;181;4;12;93.4;
2011-11;Nord;PARIS NORD;DOUAI;155;155;0;19;87.7;
2011-11;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;467;460;7;26;94.3;
2011-11;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;442;437;5;25;94.3;
2011-11;Nord;LILLE;LYON PART DIEU;338;338;0;33;90.2;
2011-11;Nord;LYON PART DIEU;LILLE;308;307;1;52;83.1;
2011-11;Nord;LILLE;MARSEILLE ST CHARLES;164;164;0;33;79.9;
2011-11;Nord;LILLE;PARIS NORD;612;612;0;34;94.4;
2011-11;Sud-Est;LYON PART DIEU;PARIS LYON;606;606;0;41;93.2;
2011-11;Atlantique;RENNES;LYON PART DIEU;84;84;0;18;78.6;
2011-11;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;507;507;0;29;94.3;
2011-11;Est;METZ;PARIS EST;283;283;0;21;92.6;
2011-11;Atlantique;NANTES;PARIS MONTPARNASSE;592;583;9;16;97.3;
2011-11;Atlantique;PARIS MONTPARNASSE;NANTES;591;584;7;28;95.2;
2011-11;Sud-Est;PERPIGNAN;PARIS LYON;130;130;0;25;80.8;
2011-11;Atlantique;PARIS MONTPARNASSE;QUIMPER;169;166;3;10;94.0;
2011-11;Atlantique;PARIS MONTPARNASSE;ST MALO;40;40;0;1;97.5;
2011-11;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;436;431;5;42;90.3;
2011-11;Est;STRASBOURG;PARIS EST;497;497;0;50;89.9;
2011-11;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;145;144;1;10;93.1;
2011-11;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;137;137;0;17;87.6;
2011-11;Atlantique;TOURS;PARIS MONTPARNASSE;158;157;1;11;93.0;
2011-11;Sud-Est;AVIGNON TGV;PARIS LYON;377;377;0;40;89.4;
2011-11;Sud-Est;BELLEGARDE (AIN);PARIS LYON;255;255;0;31;87.8;
2011-11;Sud-Est;PARIS LYON;BELLEGARDE (AIN);252;252;0;36;85.7;
2011-11;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;646;640;6;35;94.5;
2011-12;Atlantique;BREST;PARIS MONTPARNASSE;174;174;0;12;93.1;
2011-12;Sud-Est;PARIS LYON;DIJON VILLE;451;451;0;16;96.5;
2011-12;Atlantique;PARIS MONTPARNASSE;LAVAL;245;245;0;26;89.4;
2011-12;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;219;219;0;31;85.8;
2011-12;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;207;207;0;34;83.6;
2011-12;Nord;LILLE;PARIS NORD;627;627;0;67;89.3;
2011-12;Sud-Est;PARIS LYON;LYON PART DIEU;615;615;0;21;96.6;
2011-12;Est;MULHOUSE VILLE;PARIS LYON;279;279;0;38;86.4;
2011-12;Est;PARIS EST;NANCY;296;296;0;12;95.9;
2011-12;Atlantique;NANTES;PARIS MONTPARNASSE;600;596;4;48;91.9;
2011-12;Sud-Est;PERPIGNAN;PARIS LYON;106;106;0;7;93.4;
2011-12;Sud-Est;ANNECY;PARIS LYON;206;206;0;11;94.7;
2011-12;Est;REIMS;PARIS EST;239;239;0;16;93.3;
2011-12;Atlantique;RENNES;PARIS MONTPARNASSE;561;560;1;62;88.9;
2011-12;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;118;118;0;20;83.1;
2011-12;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;130;130;0;13;90.0;
2011-12;Atlantique;PARIS MONTPARNASSE;TOURS;193;193;0;36;81.3;
2011-12;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;247;247;0;18;92.7;
2011-12;Nord;ARRAS;PARIS NORD;340;339;1;37;89.1;
2012-01;Nord;PARIS NORD;DUNKERQUE;153;153;0;8;94.8;
2012-01;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;226;226;0;21;90.7;
2012-01;Nord;LYON PART DIEU;LILLE;279;279;0;51;81.7;
2012-01;Atlantique;RENNES;LYON PART DIEU;84;84;0;8;90.5;
2012-01;Sud-Est;PARIS LYON;MONTPELLIER;357;357;0;34;90.5;
2012-01;Est;PARIS EST;NANCY;296;296;0;12;95.9;
2012-01;Sud-Est;PARIS LYON;NICE VILLE;162;162;0;18;88.9;
2012-01;Sud-Est;PARIS LYON;PERPIGNAN;156;156;0;18;88.5;
2012-01;Atlantique;PARIS MONTPARNASSE;QUIMPER;162;162;0;11;93.2;
2012-01;Est;REIMS;PARIS EST;238;238;0;32;86.6;
2012-01;Atlantique;PARIS MONTPARNASSE;ST MALO;57;57;0;5;91.2;
2012-01;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;117;117;0;15;87.2;
2012-01;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;269;269;0;25;90.7;
2012-01;Nord;ARRAS;PARIS NORD;349;349;0;38;89.1;
2012-01;Atlantique;PARIS MONTPARNASSE;VANNES;185;185;0;16;91.4;
2012-02;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;277;276;1;37;86.6;
2012-02;Nord;DUNKERQUE;PARIS NORD;102;102;0;11;89.2;
2012-02;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;197;197;0;57;71.1;
2012-02;Nord;LILLE;LYON PART DIEU;287;284;3;52;81.7;
2012-02;Nord;LILLE;MARSEILLE ST CHARLES;149;148;1;48;67.6;
2012-02;Sud-Est;PARIS LYON;LYON PART DIEU;602;600;2;45;92.5;
2012-02;Sud-Est;PARIS LYON;MACON LOCHE;181;181;0;20;89.0;
2012-08;Sud-Est;PARIS LYON;MULHOUSE VILLE;302;302;0;22;92.7;
2012-08;Sud-Est;PARIS LYON;NIMES;398;398;0;39;90.2;
2012-08;Sud-Est;PARIS LYON;ANNECY;207;207;0;7;96.6;
2012-08;Est;REIMS;PARIS EST;219;219;0;21;90.4;La quasi totalité des retards du mois d'août se sont produit le 16 août à cause d'un accident de personne à Vaires.
2012-08;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;445;445;0;50;88.8;
2012-08;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;280;280;0;31;88.9;
2012-08;Nord;PARIS NORD;ARRAS;359;359;0;33;90.8;
2012-08;Atlantique;VANNES;PARIS MONTPARNASSE;170;170;0;8;95.3;
2012-08;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;255;255;0;17;93.3;
2012-08;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;647;647;0;48;92.6;
2012-09;Atlantique;PARIS MONTPARNASSE;BREST;183;183;0;6;96.7;
2012-09;Sud-Est;DIJON VILLE;PARIS LYON;441;441;0;29;93.4;
2012-09;Nord;DUNKERQUE;PARIS NORD;95;95;0;4;95.8;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Nord;PARIS NORD;DUNKERQUE;139;139;0;10;92.8;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;217;217;0;14;93.5;
2012-09;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;467;467;0;23;95.1;
2012-09;Nord;PARIS NORD;LILLE;591;591;0;56;90.5;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras (incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains).
2012-09;Sud-Est;LYON PART DIEU;MONTPELLIER;364;364;0;50;86.3;
2012-09;Sud-Est;MONTPELLIER;LYON PART DIEU;360;360;0;62;82.8;
2012-09;Sud-Est;MACON LOCHE;PARIS LYON;169;169;0;13;92.3;
2012-09;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;501;501;0;28;94.4;
2012-09;Atlantique;ANGOULEME;PARIS MONTPARNASSE;349;349;0;53;84.8;
2012-09;Atlantique;PARIS MONTPARNASSE;ANGOULEME;318;318;0;14;95.6;
2012-09;Sud-Est;MONTPELLIER;PARIS LYON;358;358;0;32;91.1;
2012-09;Sud-Est;MULHOUSE VILLE;PARIS LYON;299;299;0;19;93.6;
2012-09;Atlantique;PARIS MONTPARNASSE;NANTES;564;564;0;27;95.2;
2012-09;Sud-Est;NIMES;PARIS LYON;357;357;0;44;87.7;
2012-09;Est;REIMS;PARIS EST;227;227;0;15;93.4;
2012-09;Atlantique;PARIS MONTPARNASSE;RENNES;543;543;0;30;94.5;
2012-09;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;115;115;0;9;92.2;
2012-09;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;114;114;0;15;86.8;
2012-09;Nord;PARIS NORD;ARRAS;358;358;0;40;88.8;Circulation fortement dégradée le 3 septembre par un incident important qui s'est produit sur la ligne à grande vitesse au niveau de la gare d'Arras. Il s'agissait d'un incident touchant les installations caténaires avec de lourdes conséquences en termes de retard sur les trains.
2012-09;Atlantique;VANNES;PARIS MONTPARNASSE;170;170;0;12;92.9;
2012-09;Sud-Est;PARIS LYON;BELLEGARDE (AIN);252;252;0;46;81.7;
2012-10;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;411;411;0;55;86.6;
2012-10;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;208;208;0;39;81.3;
2012-10;Sud-Est;DIJON VILLE;PARIS LYON;465;462;3;45;90.3;
2012-10;Nord;PARIS NORD;DUNKERQUE;162;159;3;11;93.1;
2012-10;Sud-Est;GRENOBLE;PARIS LYON;250;245;5;18;92.7;
2012-10;Sud-Est;PARIS LYON;GRENOBLE;248;244;4;29;88.1;
2012-10;Atlantique;LAVAL;PARIS MONTPARNASSE;247;246;1;14;94.3;
2012-10;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;218;217;1;38;82.5;
2012-10;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;495;491;4;33;93.3;
2012-10;Sud-Est;LYON PART DIEU;MONTPELLIER;374;366;8;78;78.7;Intempéries en fin de mois et trois accidents de personne.
2012-10;Sud-Est;PARIS LYON;LYON PART DIEU;633;627;6;30;95.2;
2012-10;Atlantique;RENNES;LYON PART DIEU;84;82;2;7;91.5;
2012-10;Est;METZ;PARIS EST;302;302;0;20;93.4;
2012-10;Sud-Est;PARIS LYON;MONTPELLIER;354;349;5;35;90.0;
2012-10;Atlantique;PARIS MONTPARNASSE;NANTES;583;578;5;27;95.3;
2012-10;Est;NANTES;STRASBOURG;62;60;2;5;91.7;
2012-10;Sud-Est;NICE VILLE;PARIS LYON;168;165;3;25;84.8;
2012-10;Sud-Est;NIMES;PARIS LYON;371;366;5;47;87.2;
2012-10;Sud-Est;PARIS LYON;PERPIGNAN;155;154;1;19;87.7;
2012-10;Atlantique;QUIMPER;PARIS MONTPARNASSE;152;151;1;8;94.7;
2012-10;Atlantique;PARIS MONTPARNASSE;QUIMPER;164;164;0;7;95.7;
2012-10;Atlantique;RENNES;PARIS MONTPARNASSE;589;583;6;42;92.8;
2012-10;Atlantique;PARIS MONTPARNASSE;RENNES;576;572;4;49;91.4;
2012-10;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;115;115;0;15;87.0;
2012-10;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;478;474;4;35;92.6;
2012-10;Est;PARIS EST;STRASBOURG;484;484;0;59;87.8;
2012-10;Sud-Est;PARIS LYON;TOULON;188;186;2;31;83.3;
2012-10;Atlantique;TOURS;PARIS MONTPARNASSE;215;211;4;29;86.3;
2012-10;Sud-Est;PARIS LYON;VALENCE ALIXAN TGV;269;264;5;43;83.7;
2012-10;Sud-Est;PARIS LYON;BELLEGARDE (AIN);271;270;1;42;84.4;
2012-10;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;218;216;2;17;92.1;
2012-11;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;388;388;0;43;88.9;
2012-11;Atlantique;BREST;PARIS MONTPARNASSE;167;167;0;10;94.0;
2012-11;Sud-Est;PARIS LYON;DIJON VILLE;443;443;0;33;92.6;
2012-11;Nord;DOUAI;PARIS NORD;202;202;0;12;94.1;
2012-11;Nord;PARIS NORD;DOUAI;204;204;0;17;91.7;
2012-11;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;217;217;0;30;86.2;
2012-11;Atlantique;LAVAL;PARIS MONTPARNASSE;235;235;0;26;88.9;
2012-11;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;198;198;0;32;83.8;
2012-11;Nord;LILLE;LYON PART DIEU;300;300;0;51;83.0;Liaison impactée principalement par des événements externes (vols de câble et accidents de personne) mais aussi par des dérangements des installations au sol et quelques difficultés liées au matériel.
2012-11;Nord;LILLE;PARIS NORD;602;601;1;48;92.0;
2012-11;Sud-Est;MONTPELLIER;LYON PART DIEU;359;359;0;65;81.9;
2012-11;Sud-Est;PARIS LYON;MULHOUSE VILLE;299;299;0;18;94.0;
2012-11;Est;NANCY;PARIS EST;291;291;0;13;95.5;
2012-11;Sud-Est;PERPIGNAN;PARIS LYON;149;148;1;20;86.5;
2012-11;Atlantique;RENNES;PARIS MONTPARNASSE;556;556;0;59;89.4;
2012-11;Atlantique;ST MALO;PARIS MONTPARNASSE;98;98;0;5;94.9;
2012-11;Sud-Est;PARIS LYON;TOULON;201;201;0;35;82.6;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Marseille Toulon nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-11;Atlantique;PARIS MONTPARNASSE;TOURS;199;199;0;14;93.0;
2012-11;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;232;232;0;35;84.9;
2012-11;Nord;ARRAS;PARIS NORD;332;332;0;22;93.4;
2012-11;Sud-Est;BELLEGARDE (AIN);PARIS LYON;252;252;0;47;81.3;
2012-11;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;230;230;0;22;90.4;
2012-11;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;644;644;0;55;91.5;
2012-12;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;265;265;0;42;84.2;
2012-12;Sud-Est;DIJON VILLE;PARIS LYON;463;463;0;65;86.0;
2012-12;Nord;PARIS NORD;DOUAI;207;207;0;21;89.9;
2012-12;Nord;LILLE;MARSEILLE ST CHARLES;157;157;0;50;68.2;
2012-12;Nord;MARSEILLE ST CHARLES;LILLE;129;129;0;31;76.0;
2012-12;Nord;PARIS NORD;LILLE;602;602;0;46;92.4;
2012-12;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;594;594;0;117;80.3;
2012-12;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;485;485;0;33;93.2;
2012-12;Est;NANCY;PARIS EST;293;293;0;44;85.0;
2012-12;Est;NANTES;STRASBOURG;50;50;0;10;80.0;Problème sur les rames TGV suite aux episodes neigeux des 3, 6, 7, 8 et 9 décembre.
2012-12;Sud-Est;NICE VILLE;PARIS LYON;152;152;0;29;80.9;
2012-12;Sud-Est;PARIS LYON;PERPIGNAN;159;159;0;19;88.1;
2013-04;Atlantique;RENNES;LYON PART DIEU;80;80;0;6;92.5;Accident de personne près de Lyon, rail cassé entre Nantes et Le Mans retardant l'une des deux parties du TGV 5346 pour Lyon (l'autre étant en provenance de Rennes), incident caténaire (fil d'alimentation électrique) à Lyon, problème technique ne permettant pas de tracer le parcours des itinéraires des TGV.
2013-04;Sud-Est;MACON LOCHE;PARIS LYON;194;193;1;25;87.0;
2013-04;Est;STRASBOURG;NANTES;59;59;0;7;88.1;
2013-04;Sud-Est;PARIS LYON;PERPIGNAN;153;153;0;17;88.9;Plusieurs incidents techniques et des actes de malveillance ont eu lieu les 17, 19, 21, 25 et 26 Avril sur l'Axe Paris-Lyon entrainant de nombreux retards.
2013-04;Est;PARIS EST;STRASBOURG;466;466;0;22;95.3;
2013-04;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;93;93;0;5;94.6;Accidents de personne les 15, 17 et 18. Présomption d'avarie sur le fil d'alimentation électrique (caténaire) le 14 près de Bordeaux.
2013-04;Sud-Est;PARIS LYON;AVIGNON TGV;375;375;0;35;90.7;
2013-04;Sud-Est;BELLEGARDE (AIN);PARIS LYON;274;274;0;25;90.9;
2013-04;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;237;237;0;22;90.7;
2013-05;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;431;431;0;69;84.0;
2013-05;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;212;212;0;22;89.6;
2013-05;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;633;633;0;124;80.4;
2013-05;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;592;592;0;143;75.8;La rénovation des voies sur le secteur Lyon Grenoble affecte les trains de cette relation à l'entrée de la zone Lyonnaise.
2013-05;Sud-Est;LYON PART DIEU;MONTPELLIER;406;406;0;57;86.0;
2013-05;Sud-Est;MONTPELLIER;LYON PART DIEU;351;351;0;49;86.0;
2013-05;Sud-Est;MACON LOCHE;PARIS LYON;190;189;1;24;87.3;
2013-05;Est;PARIS EST;METZ;315;315;0;16;94.9;
2013-05;Sud-Est;MONTPELLIER;PARIS LYON;363;362;1;27;92.5;
2013-05;Sud-Est;MULHOUSE VILLE;PARIS LYON;318;318;0;22;93.1;
2013-05;Est;NANTES;STRASBOURG;62;62;0;2;96.8;
2013-05;Sud-Est;PARIS LYON;NIMES;346;346;0;33;90.5;
2013-05;Sud-Est;PERPIGNAN;PARIS LYON;154;154;0;11;92.9;
2013-05;Atlantique;PARIS MONTPARNASSE;POITIERS;518;518;0;18;96.5;
2013-05;Sud-Est;TOULON;PARIS LYON;250;250;0;38;84.8;
2013-05;Nord;PARIS NORD;ARRAS;346;346;0;45;87.0;
2013-05;Sud-Est;PARIS LYON;AVIGNON TGV;382;382;0;33;91.4;
2013-05;Sud-Est;BELLEGARDE (AIN);PARIS LYON;269;269;0;24;91.1;
2013-05;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;220;220;0;18;91.8;
2013-05;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;236;236;0;19;91.9;
2013-06;Atlantique;BREST;PARIS MONTPARNASSE;172;170;2;5;97.1;
2013-06;Sud-Est;DIJON VILLE;PARIS LYON;460;451;9;35;92.2;
2013-06;Sud-Est;GRENOBLE;PARIS LYON;234;227;7;18;92.1;
2013-06;Atlantique;LAVAL;PARIS MONTPARNASSE;241;238;3;18;92.4;
2013-06;Atlantique;PARIS MONTPARNASSE;LE MANS;433;427;6;26;93.9;
2013-06;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;426;420;6;23;94.5;
2013-06;Atlantique;LYON PART DIEU;RENNES;31;30;1;1;96.7;
2013-06;Sud-Est;PARIS LYON;MACON LOCHE;209;203;6;9;95.6;
2013-06;Sud-Est;PARIS LYON;NICE VILLE;173;169;4;31;81.7;Plusieurs limitations de vitesse sur des zones de modernisation de l'infrastructure ont fragilisé la circulation des trains sur l'axe Marseille-Nice.
2013-06;Sud-Est;PERPIGNAN;PARIS LYON;149;148;1;11;92.6;
2013-06;Sud-Est;PARIS LYON;PERPIGNAN;152;150;2;13;91.3;
2013-06;Atlantique;PARIS MONTPARNASSE;POITIERS;494;482;12;16;96.7;
2013-06;Est;STRASBOURG;PARIS EST;462;455;7;73;84.0;
2013-06;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;249;244;5;28;88.5;
2013-06;Sud-Est;PARIS LYON;BELLEGARDE (AIN);261;258;3;49;81.0;
2013-07;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;213;213;0;44;79.3;Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV.
